ItemId,AchievementId,AchievementName
38417,3146,Hamm(er)ing It Up: Manderville Milpreves
38418,3136,Hamm(er)ing It Up: Manderville Scythe
38715,3193,Splendid: Crystalline Saw
38716,3194,Splendid: Crystalline Cross-pein Hammer
38717,3195,Splendid: Crystalline Raising Hammer
38718,3196,Splendid: Crystalline Mallet
38719,3197,Splendid: Crystalline Round Knife
38720,3198,Splendid: Crystalline Needle
38721,3199,Splendid: Crystalline Alembic
38722,3200,Splendid: Crystalline Frypan
38723,3201,Splendid: Crystalline Pickaxe
38724,3202,Splendid: Crystalline Hatchet
38725,3203,Splendid: Crystalline Fishing Rod
38726,3193,Splendid: Crystalline Saw
38727,3194,Splendid: Crystalline Cross-pein Hammer
38728,3195,Splendid: Crystalline Raising Hammer
38729,3196,Splendid: Crystalline Mallet
38730,3197,Splendid: Crystalline Round Knife
38731,3198,Splendid: Crystalline Needle
38732,3199,Splendid: Crystalline Alembic
38733,3200,Splendid: Crystalline Frypan
38734,3201,Splendid: Crystalline Pickaxe
38735,3202,Splendid: Crystalline Hatchet
38736,3203,Splendid: Crystalline Fishing Rod
38737,3193,Splendid: Crystalline Saw
38738,3194,Splendid: Crystalline Cross-pein Hammer
38739,3195,Splendid: Crystalline Raising Hammer
38740,3196,Splendid: Crystalline Mallet
38741,3197,Splendid: Crystalline Round Knife
38742,3198,Splendid: Crystalline Needle
38743,3199,Splendid: Crystalline Alembic
38744,3200,Splendid: Crystalline Frypan
38745,3201,Splendid: Crystalline Pickaxe
38746,3202,Splendid: Crystalline Hatchet
38747,3203,Splendid: Crystalline Fishing Rod
39144,3224,Well-oiled: Amazing Manderville Sword & Shield
39145,3229,Well-oiled: Amazing Manderville Knuckles
39146,3225,Well-oiled: Amazing Manderville Axe
39147,3228,Well-oiled: Amazing Manderville Spear
39148,3233,Well-oiled: Amazing Manderville Harp Bow
39149,3230,Well-oiled: Amazing Manderville Knives
39150,3226,Well-oiled: Amazing Manderville Zweihander
39151,3234,Well-oiled: Amazing Manderville Revolver
39152,3239,Well-oiled: Amazing Manderville Cane
39153,3236,Well-oiled: Amazing Manderville Rod
39154,3237,Well-oiled: Amazing Manderville Index
39155,3240,Well-oiled: Amazing Manderville Codex
39156,3241,Well-oiled: Amazing Manderville Torquetum
39157,3231,Well-oiled: Amazing Manderville Samurai Blade
39158,3238,Well-oiled: Amazing Manderville Rapier
39159,3227,Well-oiled: Amazing Manderville Gunblade
39160,3235,Well-oiled: Amazing Manderville Chakrams
39161,3242,Well-oiled: Amazing Manderville Milpreves
39162,3232,Well-oiled: Amazing Manderville Scythe
39164,3162,Heart to Heartless
39165,3162,Heart to Heartless
39166,3162,Heart to Heartless
39167,3162,Heart to Heartless
39168,3162,Heart to Heartless
39169,3162,Heart to Heartless
39170,3162,Heart to Heartless
39171,3162,Heart to Heartless
39172,3162,Heart to Heartless
39173,3162,Heart to Heartless
39174,3162,Heart to Heartless
39175,3162,Heart to Heartless
39176,3162,Heart to Heartless
39177,3162,Heart to Heartless
39178,3162,Heart to Heartless
39179,3162,Heart to Heartless
39180,3162,Heart to Heartless
39181,3162,Heart to Heartless
39182,3162,Heart to Heartless
39732,3305,Resplendent: Brilliant Saw
39733,3306,Resplendent: Brilliant Cross-pein Hammer
39734,3307,Resplendent: Brilliant Raising Hammer
39735,3308,Resplendent: Brilliant Mallet
39736,3309,Resplendent: Brilliant Round Knife
39737,3310,Resplendent: Brilliant Needle
39738,3311,Resplendent: Brilliant Alembic
39739,3312,Resplendent: Brilliant Frypan
39740,3313,Resplendent: Brilliant Pickaxe
39741,3314,Resplendent: Brilliant Hatchet
39742,3315,Resplendent: Brilliant Fishing Rod
39743,3305,Resplendent: Brilliant Saw
39744,3306,Resplendent: Brilliant Cross-pein Hammer
39745,3307,Resplendent: Brilliant Raising Hammer
39746,3308,Resplendent: Brilliant Mallet
39747,3309,Resplendent: Brilliant Round Knife
39748,3310,Resplendent: Brilliant Needle
39749,3311,Resplendent: Brilliant Alembic
39750,3312,Resplendent: Brilliant Frypan
39751,3313,Resplendent: Brilliant Pickaxe
39752,3314,Resplendent: Brilliant Hatchet
39753,3315,Resplendent: Brilliant Fishing Rod
39920,3285,Reforged: Majestic Manderville Sword & Shield
39921,3290,Reforged: Majestic Manderville Fists
39922,3286,Reforged: Majestic Manderville Bardiche
39923,3289,Reforged: Majestic Manderville Spear
39924,3294,Reforged: Majestic Manderville Harp Bow
39925,3291,Reforged: Majestic Manderville Knives
39926,3287,Reforged: Majestic Manderville Greatsword
39927,3295,Reforged: Majestic Manderville Pistol
39928,3300,Reforged: Majestic Manderville Wand
39929,3297,Reforged: Majestic Manderville Staff
39930,3298,Reforged: Majestic Manderville Index
39931,3301,Reforged: Majestic Manderville Codex
39932,3302,Reforged: Majestic Manderville Orrery
39933,3292,Reforged: Majestic Manderville Samurai Blade
39934,3299,Reforged: Majestic Manderville Degen
39935,3288,Reforged: Majestic Manderville Bayonet
39936,3296,Reforged: Majestic Manderville Chakrams
39937,3303,Reforged: Majestic Manderville Wings
39938,3293,Reforged: Majestic Manderville War Scythe
40932,3380,Perfect: Mandervillous Falchion & Kite Shield
40933,3385,Perfect: Mandervillous Fists
40934,3381,Perfect: Mandervillous Battleaxe
40935,3384,Perfect: Mandervillous Trident
40936,3389,Perfect: Mandervillous Compound Bow
40937,3386,Perfect: Mandervillous Knives
40938,3382,Perfect: Mandervillous Greatsword
40939,3390,Perfect: Mandervillous Revolver
40940,3395,Perfect: Mandervillous Cane
40941,3392,Perfect: Mandervillous Rod
40942,3393,Perfect: Mandervillous Index
40943,3396,Perfect: Mandervillous Codex
40944,3397,Perfect: Mandervillous Torquetum
40945,3387,Perfect: Mandervillous Samurai Blade
40946,3394,Perfect: Mandervillous Rapier
40947,3383,Perfect: Mandervillous Gunblade
40948,3391,Perfect: Mandervillous Chakrams
40949,3398,Perfect: Mandervillous Wings
40950,3388,Perfect: Mandervillous Zaghnal
41180,3362,Vrandtastic: Lodestar Saw
41181,3363,Vrandtastic: Lodestar Cross-pein Hammer
41182,3364,Vrandtastic: Lodestar Raising Hammer
41183,3365,Vrandtastic: Lodestar Mallet
41184,3366,Vrandtastic: Lodestar Round Knife
41185,3367,Vrandtastic: Lodestar Needle
41186,3368,Vrandtastic: Lodestar Alembic
41187,3369,Vrandtastic: Lodestar Frypan
41188,3370,Vrandtastic: Lodestar Pickaxe
41189,3371,Vrandtastic: Lodestar Hatchet
41190,3372,Vrandtastic: Lodestar Fishing Rod
41191,3362,Vrandtastic: Lodestar Saw
41192,3363,Vrandtastic: Lodestar Cross-pein Hammer
41193,3364,Vrandtastic: Lodestar Raising Hammer
41194,3365,Vrandtastic: Lodestar Mallet
41195,3366,Vrandtastic: Lodestar Round Knife
41196,3367,Vrandtastic: Lodestar Needle
41197,3368,Vrandtastic: Lodestar Alembic
41198,3369,Vrandtastic: Lodestar Frypan
41199,3370,Vrandtastic: Lodestar Pickaxe
41200,3371,Vrandtastic: Lodestar Hatchet
41201,3372,Vrandtastic: Lodestar Fishing Rod
43633,3538,Aetherpool Party: Twinfangs
43642,3162,Heart to Heartless
43654,3539,Aetherpool Party: Fan Brush
43663,3162,Heart to Heartless
44721,3617,Alternative Destiny
44722,3617,Alternative Destiny
44723,3617,Alternative Destiny
44724,3617,Alternative Destiny
44725,3617,Alternative Destiny
44726,3617,Alternative Destiny
44727,3617,Alternative Destiny
44728,3617,Alternative Destiny
44729,3617,Alternative Destiny
44730,3617,Alternative Destiny
44731,3617,Alternative Destiny
44732,3617,Alternative Destiny
44733,3617,Alternative Destiny
44734,3617,Alternative Destiny
44735,3617,Alternative Destiny
44736,3617,Alternative Destiny
44737,3617,Alternative Destiny
44738,3617,Alternative Destiny
44739,3617,Alternative Destiny
44740,3617,Alternative Destiny
44741,3617,Alternative Destiny
45679,3691,R&D: Cosmic Saw
45680,3692,R&D: Cosmic Cross-pein Hammer
45681,3693,R&D: Cosmic Raising Hammer
45682,3694,R&D: Cosmic Mallet
45683,3695,R&D: Cosmic Round Knife
45684,3696,R&D: Cosmic Needle
45685,3697,R&D: Cosmic Alembic
45686,3698,R&D: Cosmic Frypan
45687,3699,R&D: Cosmic Pickaxe
45688,3700,R&D: Cosmic Hatchet
45689,3701,R&D: Cosmic Fishing Rod
47006,3752,Phantom of the Umbra: Sword & Kite Shield Umbrae
47007,3757,Phantom of the Umbra: Knuckles Umbrae
47008,3753,Phantom of the Umbra: Bardiche Umbrae
47009,3756,Phantom of the Umbra: Spear Umbrae
47010,3762,Phantom of the Umbra: Harp Bow Umbrae
47011,3769,Phantom of the Umbra: Crook Umbrae
47012,3765,Phantom of the Umbra: Staff Umbrae
47013,3766,Phantom of the Umbra: Index Umbrae
47014,3770,Phantom of the Umbra: Codex Umbrae
47015,3758,Phantom of the Umbra: Cleavers Umbrae
47016,3754,Phantom of the Umbra: Guillotine Umbrae
47017,3763,Phantom of the Umbra: Arquebus Umbrae
47018,3771,Phantom of the Umbra: Star Globe Umbrae
47019,3760,Phantom of the Umbra: Blade Umbrae
47020,3767,Phantom of the Umbra: Rapier Umbrae
47021,3755,Phantom of the Umbra: Bayonet Umbrae
47022,3764,Phantom of the Umbra: Terpna Umbrae
47023,3761,Phantom of the Umbra: War Scythe Umbrae
47024,3772,Phantom of the Umbra: Pendulums Umbrae
47025,3759,Phantom of the Umbra: Twinfangs Umbrae
47026,3768,Phantom of the Umbra: Flat Brush Umbrae
47869,3638,The Might Phantastick: Sword & Kite Shield Penumbrae
47870,3643,The Might Phantastick: Knuckles Penumbrae
47871,3639,The Might Phantastick: Bardiche Penumbrae
47872,3642,The Might Phantastick: Spear Penumbrae
47873,3648,The Might Phantastick: Harp Bow Penumbrae
47874,3655,The Might Phantastick: Crook Penumbrae
47875,3651,The Might Phantastick: Staff Penumbrae
47876,3652,The Might Phantastick: Index Penumbrae
47877,3656,The Might Phantastick: Codex Penumbrae
47878,3644,The Might Phantastick: Cleavers Penumbrae
47879,3640,The Might Phantastick: Guillotine Penumbrae
47880,3649,The Might Phantastick: Arquebus Penumbrae
47881,3657,The Might Phantastick: Star Globe Penumbrae
47882,3646,The Might Phantastick: Blade Penumbrae
47883,3653,The Might Phantastick: Rapier Penumbrae
47884,3641,The Might Phantastick: Bayonet Penumbrae
47885,3650,The Might Phantastick: Terpna Penumbrae
47886,3647,The Might Phantastick: War Scythe Penumbrae
47887,3658,The Might Phantastick: Pendulums Penumbrae
47888,3645,The Might Phantastick: Twinfangs Penumbrae
47889,3654,The Might Phantastick: Flat Brush Penumbrae
49053,3792,R&D: Stellar Saw
49054,3793,R&D: Stellar Cross-pein Hammer
49055,3794,R&D: Stellar Raising Hammer
49056,3795,R&D: Stellar Mallet
49057,3796,R&D: Stellar Round Knife
49058,3797,R&D: Stellar Needle
49059,3798,R&D: Stellar Alembic
49060,3799,R&D: Stellar Frypan
49061,3800,R&D: Stellar Pickaxe
49062,3801,R&D: Stellar Hatchet
49063,3802,R&D: Stellar Fishing Rod
49148,3877,R&D: Hypersaw
49149,3878,R&D: Cross-pein Hyperhammer
49150,3879,R&D: Raising Hyperhammer
49151,3880,R&D: Hypermallet
49152,3881,R&D: Round Hyperknife
49153,3882,R&D: Hyperneedle
49154,3883,R&D: Hyperalembic
49155,3884,R&D: Hyperfrypan
49156,3885,R&D: Hyperpickaxe
49157,3886,R&D: Hyperhatchet
49158,3887,R&D: Fishing Hyperrod
50032,3842,Clare Obscurum: Sword & Shield Obscurum
50033,3847,Clare Obscurum: Jamadhars Obscurum
50034,3843,Clare Obscurum: Bardiche Obscurum
50035,3846,Clare Obscurum: Fork Obscurum
50036,3852,Clare Obscurum: Longbow Obscurum
50037,3859,Clare Obscurum: Cane Obscurum
50038,3855,Clare Obscurum: Longpole Obscurum
50039,3856,Clare Obscurum: Index Obscurum
50040,3860,Clare Obscurum: Codex Obscurum
50041,3848,Clare Obscurum: Khukuri Obscurum
50042,3844,Clare Obscurum: Guillotine Obscurum
50043,3853,Clare Obscurum: Musketoon Obscurum
50044,3861,Clare Obscurum: Star Pendant Obscurum
50045,3850,Clare Obscurum: Blade Obscurum
50046,3857,Clare Obscurum: Hanger Obscurum
50047,3845,Clare Obscurum: Gunblade Obscurum
50048,3854,Clare Obscurum: Tathlums Obscurum
50049,3851,Clare Obscurum: War Scythe Obscurum
50050,3862,Clare Obscurum: Wings Obscurum
50051,3849,Clare Obscurum: Twinfangs Obscurum
50052,3858,Clare Obscurum: Round Brush Obscurum
50978,3949,Cut Above the Rest: Sword & Shield Occultum
50979,3954,Cut Above the Rest: Tonfa Occultum
50980,3950,Cut Above the Rest: War Hammer Occultum
50981,3953,Cut Above the Rest: Spear Occultum
50982,3959,Cut Above the Rest: Harp Bow Occultum
50983,3966,Cut Above the Rest: Cane Occultum
50984,3962,Cut Above the Rest: Staff Occultum
50985,3963,Cut Above the Rest: Index Occultum
50986,3967,Cut Above the Rest: Codex Occultum
50987,3955,Cut Above the Rest: Knives Occultum
50988,3951,Cut Above the Rest: Guillotine Occultum
50989,3960,Cut Above the Rest: Revolver Occultum
50990,3968,Cut Above the Rest: Star Globe Occultum
50991,3957,Cut Above the Rest: Blade Occultum
50992,3964,Cut Above the Rest: Degen Occultum
50993,3952,Cut Above the Rest: Gunblade Occultum
50994,3961,Cut Above the Rest: Fans Occultum
50995,3958,Cut Above the Rest: War Scythe Occultum
50996,3969,Cut Above the Rest: Pendulums Occultum
50997,3956,Cut Above the Rest: Twinfangs Occultum
50998,3965,Cut Above the Rest: Round Brush Occultum
51000,3949,Cut Above the Rest: Sword & Shield Occultum
51001,3954,Cut Above the Rest: Tonfa Occultum
51002,3950,Cut Above the Rest: War Hammer Occultum
51003,3953,Cut Above the Rest: Spear Occultum
51004,3959,Cut Above the Rest: Harp Bow Occultum
51005,3966,Cut Above the Rest: Cane Occultum
51006,3962,Cut Above the Rest: Staff Occultum
51007,3963,Cut Above the Rest: Index Occultum
51008,3967,Cut Above the Rest: Codex Occultum
51009,3955,Cut Above the Rest: Knives Occultum
51010,3951,Cut Above the Rest: Guillotine Occultum
51011,3960,Cut Above the Rest: Revolver Occultum
51012,3968,Cut Above the Rest: Star Globe Occultum
51013,3957,Cut Above the Rest: Blade Occultum
51014,3964,Cut Above the Rest: Degen Occultum
51015,3952,Cut Above the Rest: Gunblade Occultum
51016,3961,Cut Above the Rest: Fans Occultum
51017,3958,Cut Above the Rest: War Scythe Occultum
51018,3969,Cut Above the Rest: Pendulums Occultum
51019,3956,Cut Above the Rest: Twinfangs Occultum
51020,3965,Cut Above the Rest: Round Brush Occultum
51778,3914,R&D: Saw of Stars
51779,3915,R&D: Cross-pein Hammer of Stars
51780,3916,R&D: Raising Hammer of Stars
51781,3917,R&D: Mallet of Stars
51782,3918,R&D: Round Knife of Stars
51783,3919,R&D: Needle of Stars
51784,3920,R&D: Alembic of Stars
51785,3921,R&D: Frypan of Stars
51786,3922,R&D: Pickaxe of Stars
51787,3923,R&D: Hatchet of Stars
51788,3924,R&D: Fishing Rod of Stars
52299,4069,Son of a...
52300,4069,Son of a...
52301,4069,Son of a...
52302,4069,Son of a...
52303,4069,Son of a...
52304,4069,Son of a...
52305,4069,Son of a...
52306,4069,Son of a...
52307,4069,Son of a...
52308,4069,Son of a...
52309,4069,Son of a...
52310,4069,Son of a...
52311,4069,Son of a...
52312,4069,Son of a...
52313,4069,Son of a...
52314,4069,Son of a...
52315,4069,Son of a...
52316,4069,Son of a...
52317,4069,Son of a...
52318,4069,Son of a...
52319,4069,Son of a...
